,Message,Party_Affiliation,Republican Count,Democrat Count,% Certainty,Categorization
566,he is a selfish jerk should be replaced,3,0.0,0.0,,
567,dale gerry these are not the valus of the democratic party these are fox news lies blue until the trumpeters are out,3,0.7857,1.0,56.0,
568,good to know whom not to vote for tx for your announcement,3,0.0,0.0,,
569,christopher stultz your kiddingteachers are gathering in large crowds to protest not to go back to school even larger political crowds protest and i see none of the teacher union condemning them these children need to socialize and get back into a routine and if these teachers dont want to do it they should quit their jobs and allow people who would love to have a job teaching children allow them to do it innocent excuse not to go back to work but still get paid it is a sad situation i go to work everyday im exposed to the same amount of people everyday they are no different than what i do they can go to walmart they can protest they can go to home depot they can go to restaurants but they cant go to school suck it up and do your job or quit hows that work,3,3.5273000000000003,0.0,100.0,0.0
570,signs never changed anyones mind either way ,3,0.0,0.0,,
571,steve langis trump issued a national emergency requiring social distancing which forced the country closed  he let the states decide to reopen or not  but his actions in march closed the country nni know who wants whatthe senate actually is 15 trill  my point is the wont even negotiateits there way or the highway while the dems want to help the people who are still suffering since a large portion of the country is still shut downnni did have covid it was misdiagnosed as the flu so no the dr didnt get money also i am a relatively healthy 40 yr old who 7 months later still have effects from itso yes thankfully i didnt die but i still cant do some things i used to do steve langis i actually voted for trump so i guess youre wrong there nnif the virus is such a scam why did your precious potus shut down the country  also i had covid back in february and have the antibody test to prove it  so again not a scam nnthirdly  yes the dems packed it full of crap its called a negotiation and the republicans refuse to negotiate  while the american people suffer  if they dont want certain things  tell them and negotiate but the senate wont budge an inch at the presidents wishes steve langis its called research you imbecile   the stimulus packages was a bipartisan bill passed by the house and senate  the president did not come up with it nnsecondly the house passed 2 second relief bills that have been shot down in the senate after the second on didnt pass the house lowered it 15 trillion and the senatepresident wont budgeso who cares about the people,3,4.4773,0.0,100.0,0.0
572,good job governor sununu hoping you get reelected,3,0.0,0.0,,
573, yeah you guys cast support for a pedophile whose own vp pick still believes he sexually assaulted women in the past sohard no pass i know hassan is going out cant have someone who literally admits theyre scared of pelosi in an interview and shaheensaid she got nh loads of money for drug support places yet i cant tell you how many articles ive read about them all closing due to lack of fundingso whered the money go justdontvoteblue,3,0.0,0.0,,
574,i do work at foss im there all the time good people over there but honestly 15 dollars an hour is a livable wage its not much but you can live off that in todays world the problem is if you raise minimum wage then everyones expenses skyrocket so the minimum wage still wont cut it and then whqt about people working fast food they shouldnt be making as much as people in those positions sorry i misunderstood your comment my bad thought you were referring to people working in those places its not the minimum wage that needs to go up its the wages for people making that kind of pay that needs to go up but if everything you need to survove doubles in price because because expenses have gone up it hurts everyone alot more and those same people will still be struggling i think the way we thjnk this issue needs to be revisited instead of just minimum wqge talk we need to start dealing with the greedy rich right i dont get it since when has life been free people are trying to abuse this and getting mad about the consequences typical liberal mindset  i was out of work the unemployment was plenty for everything i needed and ally bills and im q single parent so i find it hard to believe that its not 100 the renters fault for being a bad person and expecting others to pay their way im confused people that work those kind of jobs supposed to be well off now last i checked working in fast food and jobs that just require anybody are for children and the retired people need to take personal responsibility for their own failures and poor life choices and stop blaming people who have nothing to do with it go vote in some pedophiles that kill children then  fuck you go away new hampshire doesnt want your kind arpund here all you pieces of shit want to do is hurt children you want wveryone to be so needy the democratic party is against children they wqnt rights for everyone but children qnd white people nlthing but q bunch of rqcist pedophiles and losers who have had everything given to them in life and never had to face any hardship and then you got the ones just looking for free handouts this party is leeching off of hqrd working families its disgraceful and disgusting its the party that is too stupid to realize that america belongs to the people not the government and not all these stupid nonsensical programs you tyrants believe ineven though qnyone with a brain knows why you want so many programs and taxes only half the population is that stupid too fall for you bullshit bottom line gtfo out of new hampshire and then america your not wqnted stop making life so difficult for everyone,3,6.619,0.7143,90.26,0.0
575,give it up you communist liberal ,3,0.0,0.0,,
576,which is why i didnt vote for you last time and i wont vote for you againlive free or die   ,3,2.2857000000000003,0.0,100.0,0.0
577,yeah back in the day teachers taught subjects like us history and civics those have been replaced with social studies where its now indoctrinated that the united states is a bad racist country im sure you will agree that it is but what i find funny is that all of you that feel this way yet none of you leave for your socialist utopias talk about brainwashed well indoctrinated because you would have to actually have a brain in order to be brainwashed fire most of them for the most part they are not teaching anyway just brainwashing our youth with an agenda you people are beyond stupid sununu is not a trump guy sununu is a rino and is like most democrats only interested in more power not the people he is supposed to represent ,3,1.7297,2.0,53.62,
578,nobody wants to take your gunsnnwants an assault weapons bannncognitive dissoce much gtfo of here bub,3,0.0,0.0,,
579,half of white women voters voted for trump  i hope we have more than just women on our side this time around,3,0.0,0.0,,
580,he has managed to speak out of both sides of his mouth for 4 years he is a trumper he just doesnt brag about it as much as others,3,1.0,2.9524,74.7,
581,you can say whatever you want but sununu has done a fantastic job as governor especially with covid,3,5.4571000000000005,0.0,100.0,0.0
582,nathan page nice travel ban it only let 30000 people come through nathan page nice travel ban it only let 30000 fucking people come through   stephen boney go fuck yourself  stephen boney do you think donald trump has any cognitive function  it will be socialist when people like you have left this planet teresa wolke no longer  you left out the word no longer  not with joe biden but soon after  teresa wolke the truth is above teresa   when the ashes of trumps disaster presidency are gone this will be a socialist country   stop your carnival barking trumpette  and what i said is true  teresa wolke did you read it because youre actually wrong  the proof is there you just choose to remain ignorant  teresa wolke more proof httpswwwpbsorgwgbhfrontlinearticletherepublicansplanforthenewpresident teresa wolke scroll up and read  theres your proof  teresa wolke httpswwwpoliticocomstory201010thegopsnocompromisepledge044311 teresa wolke nsenate minority leader mitch mcconnell summed up his plan to national journal the single most important thing we want to achieve is for president obama to be a oneterm president teresa wolke the impetus to make obama a one term president started during his inauguration as well  mitch mcconnell said so  stop it with your fake outrage  keep chasing those elusive republicans who will never vote for a democrat at the expense of our own base  teresa wolke almost all of them were there you moron   paul greiner is a piece of shit who defends domestic abusers and the nhdp should not be quoting him   dan hynes you are such a fuck landlords make an investment that investment is not guaranteed  the economy lost 33 of gdp  youre lucky nothing more drastic has happened yet  ,3,4.6094,2.0,69.74,
583,hes done a fair job with the pandemic other than that nothing vote blue,3,1.0,0.9737,50.67,
584,chuck motta your presidents children and wife this ad is complete trash sununu is not a trump guy lol anybody living in the granite state with a pulse would know that  nthis is one of my complaints about him nregardlessntrump sununu 2020   im happy to report that all you lefty tds morons will have plenty of time to complain post election jeffrey perkins dont worry theres no shortage of illinformed morons  patricia corrigan leclair youre in for multiple disappointments this election season at least youll have something to complain about betty ryan go back to massachusetts diane allen schlott at least youll have something to complain about molli mckeen go back to massachusetts chuck motta   how very tolerant of you to attack his children and his wife   joe robbins go back to massachusetts john maurice  he vetoed family care leave ahem it would be a bit more accurate to say he vetoed an income tax for granite staters,3,3.75,2.0,65.22,
585,httpswwwforbescomsitesjackkelly20190710theunintendedconsequencesofthe15minimumwage,3,0.0,0.0,,
586,,3,0.0,0.0,,
587,trumpster dumpster divers are ngoputin bots or trollsnhow many rubles do they pay themnon their fb profiles 9 out 10ndont reveal their home townnno schools nno jobsnalso no posts to fb nif so out dated some years ago past  perhaps just pictures of babys pets etc,3,0.0,1.0,100.0,1.0
588,this is sickening  all you assholes who vote democrat are stupid you need to leave our state of nh and go back to massachusetts connecticut or whatever other demonrat haven you came from,3,0.0,0.0,,
589,can we just admit that all of these politicians are lying scumbags  both republican and democrat,3,0.0,0.0,,
590,david sullivan  jake tremblay yes because only 16 yr old kids whose needs are otherwise met by the parent or guardians high paying job work these jobs ,3,0.0,0.0,,
591,cindy mccarthy youre right   keith cronyn straight red here   maureen mcneilstone  donald gilbert if i saw your name on a rental application i wouldnt rent to you   rental income is passive income  does not affect your ss or unemployment  you do pay taxes on any profit   maureen mcneilstone nh is landlord friendly  prior to the pandemic you could get a writ of possession for an apartment  after you filed a demand for rent and a notice to quit in about 4 weeks  you can file your own paper work just make sure it complies with the proper rsas which is fairly simple  you can pull all the necessary forms off line  total cost  court fees and sheriffs fees should be under 150  dont ever try to evict anyone without just cause or the judge will kick your ass  we live in a good state  our government wants working people to keep what they work for   live free or die   sharon heffron move to portland oregon  governor chris sununu extended the time the tets had to pay the rent after being given a demand for rent from 7 days to 30 days before the actual process for eviction can begin  i also understand that the tet can offer partial payment to avoid the eviction  landlords are asked to be more negotiable in these times  the only way a tet can be evicted in the state of nh is with a judges order  a good judge is not going to evict any tet that is working in good faith with their landlord  governor chris sununu has done an excellent job from the start of this pandemic  but he should increase the minimum wage and legalize recreational marijuana  no ones perfect ,3,7.492799999999999,0.7143,91.3,0.0
592,ricky dear boy you have no idea what journalism is ohh how fun itll be to watch you tds suffering people snap after our president is reelected,3,0.0,0.0,,
593,just because hes a republican doesnt mean hes plotting to take over the world with evil trump fear is an outdated way of controlling nieve people leave that to the church   bull shit sununu just vetoed a bill put forth by the democrats to impose a state income tax its live free or die not taxachucetts ,3,3.2857000000000003,0.0,100.0,0.0
594,fast talker only it almost looks as if the governor is more worried about his reelectability than new hampshires children,3,1.0,0.0,100.0,0.0
595,hay is canada open for people who are sick of the bs from the officials if the government keeps going againts what the people wantnthen we will have no choice to move due to the others will destroy america anyway,3,0.0,0.0,,
596,chris say no plz,3,0.0,0.0,,
597,bonnie mcdermott but he also got viagra covered how is that helping  gloria merrick mottram you support a dictator  bill renault keep drinking that orange koolaid  trumps puppet hoping for a promotion from the ,3,0.0,0.9091,100.0,1.0
598,what do you expect from a sununu,3,0.0,0.0,,
599,that is bull he cares and is doing a great job,3,4.3895,0.0,100.0,0.0
600,brad barbin i dont subscribe to libertarian or conservative values never have they enable greedy bullies this is what i see in nh we need a compassionate president who does not see the world in strictly transactional ways brad barbin i have to disagree with you here i went to a private school that i shall not name in massachusetts i was diagnosed with a learning disability early in my childhood and i went to this school thinking small class size would be beneficial as an adult now one of the things that bothers me is how i was treated by guidance counselor there they inhibited my growth and did not challenge me enough many classes that i wish i had taken they suggested i not take them because of too much reading etc there bottom line they just wanted to boost their acceptance rates in the selective colleges ie the middleburys harvards yale nyu dartmouth etc other students not so much just a comment on my experiences james sr moffett forcefully asking folks to leave an area hmmm who else in history did that but then again nationalists  authoritarians love to co opt words like patriotism for their own use ohh hello mr err dear leader trump steve macdow yes it is sick the way that special needs students are viewed especially here in new hampshire thats the libertarian view i am referring to stephanie baxter not how it is in massachusetts  suzanne johnson paige typical ornery nh reaction  stephanie baxter libertarianism is the philosophy that would have us all working as serfs for the kochs and the mercers stephanie baxter they adopt the conservative libertarian mindset  stephanie baxter the only issue you seem concerned about in his state is your god damned gunseverything elsefuck it  stephanie baxter you are just going along with betsy the amway queens plan fuck her and her soldier of fortune gun for hire brother mr blackwater erick prince stephanie baxter never before in my life have i seen so many greedy horrible people as in nh and now that libertarians took over its worse stephanie baxter no that you are allowing it to happen  stephanie baxter its just disgusting what goes on in nh  carolyn murray what does immigration have to do with it you anti immigrant anti sanctuary city let me guess right another trumper with subliminal racism perhaps gop makes me sick ever since moving up here from massachusetts i have seen that nh public schools have huge disparities and most are not supported at allits really sad stephanie baxter wow i hear an echo did you get those talking points directly from betsy devos herself,3,2.6591,1.6667,61.47,
601,craig mcquade it doesnt matter if they have are preexisting conditions or comorbidities nif they got covid19 and died from it that is what killed them    bob laframbois i am not sure you are able to comprehend what an embarrassment is you lost that ability when you voted for one  just block bill  jeff foote already  they are father  son trolls the comment sections improve greatly without their spewed nonsense linda davis then you believe what you want and leave the rest of us to what we believe do not force your religious views on the rest of us  randy mosson well they dont want restrictions on themselves but they sure do want to put restrictions on everyone else  dennis cavagnaro legalized abortion only allows electives up to 12 weeks nabortions done after that are because the fetus is not viable andor the health or life of the woman neither way not your decision to make nstay in your own lane  ,3,0.0,0.0,,
602,bill corbo agreed bill corbo  bill corbo aweeeee  lol  poor soul bill corbo my condolences   paul gargalowitz i would have paid a mill in ma for our house paul gargalowitz its cheaper  my husband works in boston and we got way more house here  sorry to infiltrate you with our liberal poison  lol paul gargalowitz so are you then saying that nh should be exclusively trumpian not the same as republican btw  what about free speech  everyone should agree with you  i though this was a democracy,3,1.0,0.0,100.0,0.0
603,pam michael hateful what was hateful about what i said why dont u take a look in the mirror vote for a racist and pedophile and a woman that has no morals you go girl god bless you  if i had my way it wouldnt be on my feed that is why i comment not because i troll  joan crowley williams excuse me i love how the racism has to be stuck in there i am not and never will be a racist might want to take a look at yourself in the mirror lady  how about some free trumppence signs instead ,3,0.85,0.0,100.0,0.0
604,nh is one of the lowest states  he wont give a raise to min wages what is wrong with him a we are at least 3 dollars behind almost every state it is 2020 not 1950 til recently he votes against and we are one of the lowest in usa wont vote for him again lost my vote,3,3.8182,1.0,79.25,0.0
605,stand strong teachers  ,3,0.0,0.0,,
606,the stupid walk among us every day wear the freaking mask,3,0.0,0.0,,
607,lillian cabanalawson no he shouldnt  i am a democrat and think hes right about this at this time businesses are struggling to stay open and if you force a higher wage say goodbye to many more businesses its just not the time to do it ,3,0.0,1.0,100.0,1.0
608,i have one,3,0.0,0.0,,
609,funny how that works  she thinks it is safe for kids and teachers to return to school even though they are getting no fema money for masks and other ppecleaning supplies  but a teacher gets sick and all of a sudden it is not safe for cruella devos  the hypocrisy with these people never ends well no wonder he and cheeto von tweeto get along so well  fraudulent charities and many many pinocchios from the wapo fact checkers  lets send corky packing back to colorado we need to vetosununu and elect dan feltes this is only one of two times i have seen colorado corky wearing a mask about a month ago someone ripped my giant andru volinksy sign out of the ground and left it lying flat and also ripped a sign i had made up that says veto chris sununu  make new hampshire great again  they threw it into the neighbors driveway  the volinsky sign was too big for me to move on my own but i did retrieve the antisununu sign  the next day the guy who comes to mow my lawnn put it back up for me that was nice of him  i decided to hold back on putting up the antisununu sign for now but it will probably go back up after the primary  nnalso the night this happened the street light across from my house was burned out had been for two months reported to the city  that light finally has been repaired so maybe they wont come back and do it again because now they will have a nice shiny new led light shining on them  so far nobody messed with any of my signs again  whoever did this did not touch the joe biden sign or the one that says among other things like love is love and science is real black lives matternnit was very unnerving to wake up and see my signs pulled down like that i am a woman who lives alone and i just hope nobody comes and tries anything worse  this is very scary and something needs to be done  thank goodness this guy is not one of my state reps,3,0.85,0.75,53.12,
610,salam m dagher the trump family is a criminal enterprise looking forward to the day the all go to jail,3,0.0,0.0,,
611,bob laframbois im proud that they refused to stand for a song written by a slave owner and took a stand against police brutality the fact that you call them an embarrassment says a lot about you and your mentality  bob laframbois you need to do some research on what racism is its power plus privilege and refusing to acknowledge how thats harmful for those that are marginalized refusing to stand for a national anthem written by a slave owner is not racism  my word  get educated rich colcombe what planet are you living on,3,0.0,0.0,,
612, im sorry but that  paid for by the democratic party says it allnchris sununu has done an excellent just during covid19 regardless of what these free loaders feel or think most of these people on unemployment made 2 to 3 hundred dollars more weekly and said they couldnt pay their rent i call bs people were protected and couldnt get evicted so they choose not tonwhile people like myself lucky to make an honest living through it got paid the same old pay check which isnt bad but i worked for it and paid my bills but didnt get a fair shack nfor the people that had no choice and wanted to work but got laid off are in my thoughts and i hope things look up for you nto the rest of you lazy fucks  governor sununu keep up the good work here in nh,3,3.4928,0.0,100.0,0.0
613,wish you cared more about the problems going on then bashing the other party but you dont whats your platform other than other side bad mininmum wage the bosses way of saying id pay you less if government would let me i dont think anyone pays it anymore since all the help wanted signs say starting a lot higher than that,3,0.7143,0.0,100.0,0.0
614,and you think the republican bill is a stand alone bill   please  its not  people in congress are not doing their jobs nor are the republicans mitch mcconnell help up too many bills on the desk   democrats also put too many extra conditions in the bill   we need term limits and end citizens united to start to get money out of politics  however i cant stand the day to day tweets and made up numbers and the  nobody know more than i rants from trump  he degrades people at his whim  steve aiken ah your waiting for the miracle it will go away   actually after it mutates and we have a vaccine it just might  i just love these facebook medical experts  who gave such insight into  viral epidemiology such as yourself thanks for your profound words of wisdom  ralph russell have you read any news what trump and his swamp postmaster want to do  do you have any idea of the implications  aside from voting   steve aiken could care less about your feelings  steve aiken you know sending my thoughts and prayers  steve aiken not at all  i laughed and felt sorry for you  steve aiken well respected physician in his field and as individual in his own right outside of politics bias unlike you  ,3,1.0,0.7143,58.33,
615,wendy scott baker the teachers union does not support sununu thats not a shock but sununu has a 70  approval rating and won by a lot in 2018 despite a blue wave keep tilting at those windmills wendy scott baker yeah thats covid money exactly as i said and nothing was taken away from public schools wendy scott baker thats not true hes distributing covid money to private schools he didnt take away anything from public schools in fact he gave over 36 million extra to public schools last year lauren young maybe in nov voters wont elect a bunch of dems to waste 2 years u200d love me some vetoes thank heavens the voters were smart enough to reelect chris sununu in 2018 and they will again in 2020,3,0.7143,2.0,73.68,
616,hes a looooser  figures ,3,0.0,0.0,,
617,oh please  a living wage means a new minimum wage that will cost more people their jobs than it will help lift out of poverty  you people are clueless about economics,3,1.0,0.0,100.0,0.0
618,he vetoed raising minimum wage 275 but took a raise of 3100000 for himself he needs to go,3,0.0,1.4643000000000002,100.0,1.0
619,dennis edward champney no  im a teacher  working in a school  i have 2 children in the same district i work in  not a troll   kevin witt what district are you in  i definitely want to stay away from there  sharon mueller teachers dont want to play russian roulette with their students families and community lives dennis edward champney so you were a teacher  but now we have your vs youre and the big one lose vs loose   glad youre not a teacher anymore   chip podziewski not sure what you do but i am a teacher  teachers are interested in the safety of children and doing their part to help with covid  working from home is hard  my day i would start seeing kids online at 6am and end around 7 or 8pm  in my district families and teachers all had a choice to go in person or remote  in the end they had to recruit remote teachers because everyone wanted to be in person  we are excited to be back  however we realize how teaching is not like a normal job  you said you see as many people as i do  im put in a small room with 17 runny noses  these kids have brothers sisters mothers fathers all of whom are connected to other children in other buildings and schools districts  the spiderweb effect at a school is different than most places  and being in direct contact for longer periods of time   everybody knows kids need to be back in school  we all know that but we also know how great this risk is  if youre not an educator or an administrator you are not qualified to make a decision on my job  the number of experts that have come out critical over teachers is appalling  theyre not critical over doctors who are seeing patients remotely  instead they say thats awesome that doctors can do that chip podziewski schools are different than home depot or walmart  very different  shorter ceilings longer exposure  less spiderweb effect   lynn stevens makere really  margo matthewman johnson not at all 1 person vs 1520  the school spiderweb impact is much more than anywhere else  tom stano i think the issue is that it has been a moving target  the plans have been done  but being sat on until time got closer  now its time they are being released  ,3,2.8182,0.0,100.0,0.0
620,httpswwwmotherjonescomcoronavirusupdates202009sturgismotorcyclerallyisnowlinkedtomorethan250000coronaviruscases i have a renter who cant pay ive committed to protecting her its my personal charity lin illingworth,3,0.0,0.0,,
621,a republican with integrity,3,0.0,0.0,,
622,trisha lesnick we have some of the lowest numbers of virus cases of any state in the country great job governor for what youve done and continue to do governor sununu has done whats best for new hampshire and not whats best democrats hope you win in november,3,2.7639,0.0,100.0,0.0
623,nhs catholic schools are not wealthy institutions ,3,0.0,0.0,,
624,dont be a coward now is the time to take that risk   i have   they are such asses  chris mara they have made themselves targets by being thieving grifters all of them  ill give barron a pass he will have enough to deal with carrying that name  jane wagner singleton it has been an unmitigated tragedy for this nation that 45 and his grifting family and coconspirators have had voice at all  i am married  to a nh native and have retired here i love nh i look forward to getting back to the business of the country and repairing the damage caused by these people in america and around the world cop out chris  typical chris mara lolthey are grifters liars cheats and lawless enemies of my country chris mara whose children and whose wife all of that  though you have absolutely no proof they are doing any such thing   but not with 45 sitting in the wh with his band of lawless grifters sub par children  mannequin wife and people who flout the constitution at every turn pretty much everything  like in church elizabeth cross dont know where you are from but my husbands mom was a cross  he has done passably well under terrible circumstances what is questionable is his judgment to support 45 ,3,0.75,0.0,100.0,0.0
625,bernadette halloran the steel core ammo they refer to is only commonly available in two rifle calibers and is already prohibited at all regular guns ranges that i know of copper bullets are also fairly uncommon and generally used in certain high powered hunting applications all of which is to say that apparently this could happen a rifle shooting uncommon ammo could strike a steel plate positioned just so that it threw hot metal fragments into exactly the right spot on dried materials and started a smouldering fire that no one noticed or dealt with the odds are just very much against it which is why there is no actual proof that this happens on any sort of a regular basis in the real world  selma alabbas thats about very specific types of ammo shot under very specific circumstances the article itself states lead core copper jacket bullets appear to have a low probability of starting fires this would describe most ammo commonly being shot the article does state that many fires are caused by target shooting but provides zero documentation or specifics in support of that claim so in the end it is apparently possible but you still have no actual evidence that this does happen on any sort of basis to make it statistically relevant back yard gun ranges pose no fire threat with or without permitting and inspection,3,1.0,0.0,100.0,0.0
626, better than a demorat so fuck you  pro sununu,3,0.0,0.0,,
627,no thanks,3,0.0,0.0,,
628,hey linda we wrote a almost the same thing to sheheen and adding why she was so concerned with getting things to people who didnt work but nothing was mentioned about senior citizens who try to get by with no help we did get a letter back took about 12 wks and all she did was state her accomplishments helping the unemployed welfare etc no mention of seniors again a form political letter telling us how much she fights us ,3,0.0,0.0,,
629,veronica ciccone all good here check yourself veronica ciccone and for the third time do you and let others do them veronica ciccone your comments show me that you shortsighted and narrow minded and selfish i wish no one ill but i do know that actions have consequences both intended and unintended so be ready to face the consequences of your actions is my advice veronica ciccone im not a teacher is that why youre ranting you think im a teacher and dont want to go back to the classroom thats hilarious  veronica ciccone i read numerous news sources daily and have friends and family in healthcare so i am paying close attention and base my opinion on facts slow your role wear your mask social distance and stop ranting  veronica ciccone i have never not been working ive lost no argument and i care about the health of the general public which is clearly where we part ways veronica ciccone stop it  veronica ciccone how very cavalier of you you do you and let others do them if you cant care for the greater public health then dont impose yourself on those who do and certainly dont expect health care professionals to care for you when you become ill jeremy daigle slow your roll cowboy sounds like you are suffering some effects jeremy daigle their sake or yours because a lot of parents really cant handle this even when lives are in the line jeremy daigle then be really smart about it losing their life wont be tons of fun either james lapierre no said to stop educating our children we simply need to be smart about it which appears to be a shortfall here ann noll how do you know jeremy daigle again get a better argument general public health should be everyones priority so sorting your priorities is in order james lapierre im a republican so stop making assumptions the distinction here is that my general scope of thinking is clearly much broader and deeper jeremy daigle get a better argument this isnt limited to childrens healthy and well being james lapierre but the risk to teachers isnt or their families or the kids families so the scope of the risk is much wider than you appear to be thinking inperson instruction needs to be safe for everyone stop labeling people too ,3,3.4753,0.0,100.0,0.0
630,deborah eldridge sargent if all the teachers quit what will you do,3,0.0,1.0,100.0,1.0
631,kathleen thank you he is totally out of line ,3,0.0,0.0,,
632,love governor sununu he has my vote and many others votes as well ,3,2.0,0.0,100.0,0.0
633,he is a trump guy through and through dan feltes for governor,3,0.0,3.0,100.0,1.0
634,sunono,3,0.0,0.0,,
635,kathie troy mckay i guess it depends on your location of where youre delivering because the person i knew delivered in a bigger city but i know i certainly wouldnt want to do that job i dont know why people think they shouldnt chipwhen ive gotten takeout food i actually tip more than i ever used to kathie troy mckay i dont know how things are now during the covid times but i know if somebody last year that was averaging 20 an hour delivering pizza kathie troy mckay but they get tips  maxim moore if i was physically able to work i would i would much rather be at work earning a paycheck then sitting home with cancer in my colon liver ovaries spine and brain the 600 a week they were getting for extra unemployment was more than double what i get from social security maxim moore try living off five dollars an hour like people on social security chris st laurent name me one business in the state of new hampshire that only pays minimumwage i dont think youll find one  even subway is starting at 12 an hour judy halliday name me one place in new hampshire that pays only 725 an hour i mean people besides elderly that are on social security scott dukette i dont think theres one place in new hampshire that pays only minimumwage even subway in newport starting out people at 12 an hour,3,2.4286000000000003,2.4286000000000003,50.0,
636,not a fan,3,0.0,0.0,,
637,absolutely  i was appalled to see on the news all those folks at the airport with trump not wearing masks and the governor there as well  did he insist that everyone be given masks before it would continue  i havent heard anything indicating that he did or in any way try to enforce his own mandate  the threat of a super spreader event is too high  we have a long way to go before we are out of the woods,3,0.0,0.0,,
638,my grandson  has remote  learning we were really happy about that nh,3,0.0,0.0,,
639,patricia lagassekraft highest base rate is little over 400 in nhnits based of what you made information is in the unemployment handbook questions and answersnthe republicans didnt go against helping the people but they didnt want all the other pork and did want lower then 600norder is 400 now and the states put in 25 percent of it which is 100 bucks extra a week the state kicks in  then you would be bringing home 625 a week i have readnif state doesnt have the extra hundred then the unemployed would get an extra 300 n,3,0.0,0.0,,
640,nh is a wasteland i had move out,3,0.0,0.0,,
641,teresa wolke fake account,3,0.0,0.0,,
642,roger pare  lies are the only way people like pappas can get people to like him  kind of like trump  people do t get that everything on facebook is not true  thank you for the truth mr pare i think the governor did a great job people knew the 600 was temporary to help pay bills  1200 was to help with bills  people chose to buy new tvs phones  furniture landlords worked with some but still have to pay their mortgage and bills jobs are out there  problem is now with school systems and strange hrs are hard to keep up with when people can work employees and employers are gong to have to figure out different work scenarios compared to what like was before pandemic,3,1.7894999999999999,1.4643000000000002,55.0,
643,joellen sparling cuff  this page keeps showing up on my page  maybe that is what has happened to the guy you just accused of trolling  ,3,0.0,0.0,,
644,i support governor sununu,3,0.0,0.0,,
645,what do you expect from one of trumps boys just like his father several years ago just like his father did several years ago  like father like son,3,0.0,6.0,100.0,1.0
646,medicare nonmedicaid yes   state negotiate how could folks vote for messnernvery disappointingcannot believe that my fellow citizens share his values  using term losely ,3,0.0,0.0,,
647,he is a great governor   jim burnham its more than a sales tax  ,3,1.0,0.0,100.0,0.0
648, kissing  his ass are you yup,3,0.0,0.0,,
649,irene wheeler baker is great if you like lots of dead and unemployed weve suffered for over 6 months under the rule of progressive ideologies the last thing we need is even more of it,3,0.0,0.0,,
650,awesome wish i did not have to work today i would have went  frustrating ,3,0.0,0.0,,
651,bunch of whiners  shut up and go vote when its time,3,0.0,0.0,,
652,samuel philbrick  what about trump and his spawn diverting funds from a cancer charity for kids into their own pockets scummy enough for you,3,0.0,0.7143,100.0,1.0
653, hell no no joe burden or horizontal harris shit going in this yard colleen bradbury dumbturd alert screw your opinion  maybe if they show up on time ditch the cellphone show some effort to do a good job stop crying when the boss says no come to work with some pride in your outward appearance so your coworkers and customers can take you seriously at work not everyone gets a medal or raise show by your deeds that you are worth more money who reads this rag if you strike you all should be kicked to the curb have no sympathy for you  who reads this rag they call the concord monitor its days are numbered all we did was make lazy people more lazy ive worked everyday since the china virus began so wheres my entitlement you dumb libturds,3,0.0,0.0,,
654,carol dow mcdougall because biden sucks and so does his pick for vp make a good burn pile,3,1.0,0.0,100.0,0.0
655, bullshit just like the dem party never another democrat ever,3,0.0,0.0,,
656,burn them all,3,0.0,0.0,,
657, when i was 18 i worked at burger king for 8 an hour fast forward to today i have aquired many jobs between now and then each paying a little more now im a flagger making roughly somewhere between 3040k a year im only 24 but wait theres more im going to college soon to get a high enough education so that i may qualify for a business loan moral of the story you want more money go out and chase it stop bitching about your dead end job because it pays a fresh out of high school wage,3,0.85,0.0,100.0,0.0
658, i hate this fucking prick,3,0.0,0.0,,
659,governor sununu is the best governor in the new england states  he handled the virus very well and no state tax   he has my vote,3,4.0,1.0,80.0,0.0
660,peter halli whats it like when you get home from a hard days work and give your father a big wet kiss on the lips ,3,0.0,0.0,,
661,how on earth did this disgusting radical left group find its way on to my news feed u0001f92eu0001f92enntrump and sununu 2020,3,2.7273,0.0,100.0,0.0
662,tony mirando grow a pair  if anybody needs to grow a pair its trump  just ask stormy yeah i mean look at what the democrats have done to states texas alabama louisiana kentucky missouri  and georgia  why those are some of the poorest leasteducated states in the union  oh but theyre all also red though arent they ,3,0.0,0.0,,
663,you people are idiots get this trash off my feed this liberal therapy room has provided some good laughs to start my day,3,1.0,0.0,100.0,0.0
664,trump is nothing but a dictator vote blue vote blue vote blue,3,0.0,2.9211,100.0,1.0
